id,theme,similarity,subject_text
289760,11,0.8894447,"Услуги по размещению оборудования базовой станции сотовой радиотелефонной связи на конструктивных элементах трубы котельной, расположенной по адресу: Московская обл., Одинцовский район, пос. ВНИИССОК, ул. Бородинская, д.10. по дополнительному соглашению №2 от 21.02.2023 года за февраль 2026 г. [вид:услуга; ед:мес]"
289786,26,0.85927975,Услуги по размещению антенн (февраль 2026) [вид:услуга; ед:мес]
289789,25,0.8120886,"марка ТХ (Технологические решения) [ед:за марку] | Монтаж комплекта оборудования Антенно-фидерных устройств (АФУ) Базовой станции/базовых станций распределенного типа, включая: монтаж секторных антенн; RET модулей включая кабель управления; технологического оборудования - внешних радиоблоков; прокладкой необходимого количества кабелей, включая прокл [ед:за полный комплект] | Изготовление и монтаж джамп-кабеля (""джампера"") нестандартной длины [ед:за шт] | Пусконаладочные работы, тестирование и интеграция Базовой станции 4G LTE 2100 распределенного типа [ед:за шт]"
289800,8,0.81632996,"Обеспечение функционирования оборудования на РРС ""Киренск"" в соответствии с приложением 2/3 от 24 августа 2020 г. по договору 0408-03 ОФО от 18 апреля 2008 г. за февраль 2026 г. [вид:услуга; ед:мес]"
289803,3,0.8898219,Аварийные работы согласно Дополнительного соглашения № CHK-2604-AVR-1830-14 от 17.02.2026 г. к Договору № Д25496/ЮСМ-ТО-БС-ЮГ-2025 от 16.05.2025 [ед:шт]
289823,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за апрель 2026
289824,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за апрель 2026
289830,7,0.9625633,"Аренда нежилых помещений , Февраль 2026 г. [ед:мес]"
289832,9,0.8698153,Электроэнергия за август 2025 г. [вид:услуга; ед:кВт.ч]
289853,20,0.9224818,Подключение к услуге Виртуальный канал Ethernet (EPL). Заказ №26K003260-001
289856,0,0.86395645,Предоставление доступа к инфраструктуре для размещения сетей электросвязи (в том числе волоконно-оптических линий связи) на опорах ВЛ за март 2026 г. [вид:услуга; ед:шт]
289870,8,0.8214114,"Пусконаладочные и приемо-сдаточные работы на РРЛ в конфигурации 1+0. [ед:РРС] | Юстировка антенны РРЛ 0,2…0,9м, [ед:Штука] | Привлечение промышленных альпинистов при выполнении работ [ед:Смена] | Проведение предпроектного обследования (ППО) позиций [ед:Объект] | Монтаж антенно-фидерных устройств, IDU, ODU, с антенной диаметром 0,2м - 0,3 м. [ед:Комплект]"
289884,3,0.8685366,"Проведение аварийно-восстановительных работ на участке ВОЛС: СПб, Московский пр-т, д. 136 – Ломаная ул., д. 6 (Заявка № ТТ 132727042 от 19.06.2026) [вид:услуга; ед:шт]"
289899,8,0.81352866,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] | Демонтаж для пункта 3.1.12 Монтаж цифровой платы в системный блок Базовой станции [ед:за плату]"
289918,9,0.87710774,Вознаграждение партнера по договору HR641 от 01.02.2009 г. за май 2026 г. [ед:мес]
289923,10,0.8859052,Услуги по предоставлению телекоммуникационных услуг по договору U76B1 от 6.03.2023 г. за январь 2026 г. [вид:услуга; ед:шт]
289924,0,0.86445135,"Возмещение расходов по электроэнергии за период с 01.04.-30.04.2026 г. адрес объекта: Липецкая область, Елецкий район, п.Соколье, ул.Лесная, кадастровый номер 48:07:1500601 по Договору № 25172051 от 21.05.2025 [вид:услуга]"
289933,5,0.8389319,"Замена плитки / плинтуса из керамогранита, тротуарной плитки на крыльце и входной группе (согласование затрат по смете по факту проведения работ) [ед:кв.м] | Керамогранит (600х600) уральский UF-004 [ед:кв.м] | Подрезка плитки напольной в размер [ед:шт] | Клей ""Жидкие гвозди"" (Момент Монтаж Универсальный) 0,31 л [ед:шт] | Монтаж/замена выключателей, розеток [ед:шт]"
289942,20,0.8180493,"Модуль электрический SFP Ethernet 1G, прогон 0,1 km, 1 Gbps, разъем RJ-45, индустриальный, HW|БАЗИС ТЕЛЕКОМ||BZ-SFP-1G-T-I-(HW)|| [вид:имущество; ед:Штуки]"
289950,2,0.8494439,"Возмещение затрат за потребление электроэнергии по адресу г. Москва, ул. Косинская, д. 12 Б, за март 2026г [ед:мес]"
289951,2,0.84944403,"Возмещение затрат за потребление электроэнергии по адресу г. Москва, ул. Косинская, д. 12 Б, за март 2026г. [ед:мес]"
289952,26,0.8879445,"Вознаграждение за оказание услуг по предоставлению Абонентам доступа к Сервисам, МАРТ-2026."
289954,4,0.9153199,"Дополнительные работы на объектах ПАО _Вымпелком_, подтвержденные актом выполненных работ 2003_10 от 20.03.2026 г."
289956,4,0.9146881,"Дополнительные работы на объектах ПАО _Вымпелком_, потвержденные актом выполненных работ 2003_10 от 20.03.2026 г. [ед:-]"
289967,11,0.914386,"Проведение работ по монтажу, замене и переносу оборудования [ед:Объект]"
289973,17,0.8543318,Предоставление доступа к инфраструктуре для размещения сетей электросвязи (в том числе волоконно-оптических линий связи) на опорах ВЛ за январь 2026 г. [вид:услуга; ед:шт] (×5)
289981,4,0.849586,"Дополнительные работы: Предоставление во временное пользование пылевлагозадерживающих ковров 115Х200 по адресу: г. Воронеж, ул. Комиссаржевской, д.15б (Проект: 17002009) за март 2026 г. [вид:услуга; ед:шт]"
289987,4,0.8531966,Проведение работ на сети ПАО «ВымпелКом» [ед:Комплект]
289995,4,0.8521338,Проведение работ на сети ПАО «ВымпелКом» к ДС№1 к ДС №FIB25-VK1-366678 от 19.08.2025 г по Договору № Д25288/ЮГ-ВОЛС/Т-АСТК-2025 от 08.04.2025 г.
290006,3,0.8082577,"Сбор системы бронирования по авиабилету (электронный) по маршруту ОМСК–НОВОСИБИРСК–КРАСНОЯРСК, перевозчик:S7, 29 Июн 2026г., (Фомин Илья Павлович: № 421-2135142978) [вид:услуга; ед:-] | Сервисный сбор за авиабилет по авиабилету (электронный) по маршруту ОМСК–НОВОСИБИРСК–КРАСНОЯРСК, перевозчик:S7, 29 Июн 2026г., (Фомин Илья Павлович: № 421-2135142978) [вид:услуга; ед:-] | Сервисный сбор за авиабилет по авиабилету (электронный) по маршруту КРАСНОЯРСК–ОМСК, перевозчик:SU, 3 Июл 2026г., (Фомин Илья Павлович: № 555-2392277014) [вид:услуга; ед:-] | Сбор системы бронирования по авиабилету (электронный) по маршруту КРАСНОЯРСК–ОМСК, перевозчик:SU, 3 Июл 2026г., (Фомин Илья Павлович: № 555-2392277014) [вид:услуга; ед:-]"
290007,5,0.833732,"Арендная плата за размещение оборудования на ЖБ столбе по адресу: Красноярский край, г. Красноярск, ул.Судостроительная, 113 за апрель 2026 г. [вид:услуга; ед:шт]"
290009,4,0.8632195,"Дополнительные работы на объектах ПАО _Вымпелком_, подтвержденные актом выполненных работ 1702_0011 от 17.02.2026 г."
290010,4,0.85627186,"Дополнительные работы на объектах ПАО _Вымпелком_, потвержденные актом выполненных работ 1702_0011 от 17.02.2026 г. [ед:-]"
290059,26,0.9024662,возмещение затрат по содержанию помещений за 05.2026г [вид:услуга; ед:мес]
290062,25,0.8010966,"Стул ISO (с учетом стоимости закупки, поставки, сборки, утилизации старого стула) [ед:шт.]"
290072,3,0.8275407,"Компенсация понесенных расход по оплате потребленной элекроэнергии в связи с пользованием Объектом аренды по адресу : Российская Федерация, Воронежская область, Новоусманский район, c. Орлово, ул. Школьная, кадастровый квартал 36:16:1601005 по Заказу о размещении оборудования на объекте №37083_25036 [вид:услуга; ед:кВт] (×4)"
290085,11,0.90846825,"Проведение работ по монтажу, замене и переносу оборудования [ед:Километр]"
290093,8,0.8149092,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | марка ЭС (Электроснабжение) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км]"
290098,0,0.8478042,Предоставление на опорах контактной сети узла подвеса кабельной линии за январь 2026 г. [вид:услуга; ед:шт]
290102,20,0.8305218,"Конвертер интерфейсов RS-232, RS-485, 1-wire с модемом 4G и Ethernet для подключения по протоколу TCP/IP и UDP, Ethernet 10/100|АЙСИБИКОМ||КоМонДГУv2.3|| [вид:имущество; ед:Штуки]"
290120,3,0.9089204,"Выполнение аварийно-восставновительных работ, в отношении оборудования для оказания услуг связи на БС / ОКН № ANR251229_1997_3"
290124,19,0.848837,Услуги по пропуску трафика по договору № Т4227 от 29.01.2019 за апрель 2026 г. [вид:услуга; ед:шт]
290127,20,0.83985937,Предоставление магистральных цифровых каналов связи (МЦКС/NPL) c 01.02.2026 по 28.02.2026
290130,3,0.8514089,Виртуальный канал связи за МАЙ 2026 | Предоставление каналов связи за МАЙ 2026
290131,3,0.85140896,Виртуальный канал связи за МАЙ 2026 | Предоставление каналов связи за МАЙ 2026
290148,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
290182,11,0.90846825,"Проведение работ по монтажу, замене и переносу оборудования [ед:Километр]"
290188,0,0.8639567,Предоставление доступа к инфраструктуре для размещения сетей электросвязи (в том числе волоконно-оптических линий связи) на опорах ВЛ за апрель 2026 г. [вид:услуга; ед:шт]
290193,26,0.8615465,ТО по заказу № 2026_1 от “12 ” 02 2026 года. к договору № Д 25101от 04.03.2025 за апрель 2026 г. [ед:шт]
290197,11,0.8889136,Размещение и эксплуатация оборудования базовой станции подвижной радиотелефонной связи за февраль 2026 г. [вид:услуга]
290211,25,0.8171085,"марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] | Монтаж цифровой платы в системный блок Базовой станции [ед:за плату] | Изготовление/поставка крепления для установки одного RRU или антенны на трубостойки или ОДН (без переходного крепления) [ед:за 1 комплект]"
290221,10,0.89241946,Вознаграждение за содействие в предоставлении услуг связи по Договору № VF341 от 29.12.2003 за май 2026 г. [вид:услуга]
290222,9,0.8698153,Электроэнергия за март 2026 г. [вид:услуга; ед:кВт.ч]
290232,4,0.8436272,Ремонтно-наладочные работы на объекте ПАО ВымпелКом согласно договора Д25739/ТО СОП_ИБГ от 04.07.2025 [вид:услуга; ед:шт]
290249,8,0.8379914,Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект]
290253,8,0.8149092,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | марка ЭС (Электроснабжение) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км]"
290268,23,0.8680077,Размещение информационных стендов по договору №24869989 от 07.08.2024 г. за март 2026 г. [вид:услуга; ед:месяц]
290272,20,0.83644783,"Кабель волоконно-оптический ОКСНГ(А)-HF-М4П-А16-2.7 для прокладки в канализации, негорючий при групповой прокладке|АЛТАЙ-КАБЕЛЬ||ОКСНГ(А)-HF-М4П-А16-2.7|| [вид:имущество; ед:Метр] | Модуль оптический SFP Ethernet 1G, длина волны Tx/Rx 1310/1550 nm, прогон 20 km, 1 Gbps, SM, разъем LC, с поддержкой мониторинга DDM, индустриальный, CS|БАЗИС ТЕЛЕКОМ||BZ-SFP-1G-WDM-A-20-L-I(CS)|| [вид:имущество; ед:Штуки]"
290276,26,0.8829763,"Вознаграждение за выполнение Партнером обязательств (г. Москва, ш. Энтузиастов, д.12, корп.2) по Договору о Сотрудничестве № UC5VQ от 09.10.2024г. за UC5VQ от 09.10.2024г. Апрель 2025г. [вид:услуга]"
290299,8,0.8149092,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | марка ЭС (Электроснабжение) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км]"
290323,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за май 2026
290324,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за май 2026
290342,8,0.8149092,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | марка ЭС (Электроснабжение) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км]"
290347,9,0.8638692,Вознаграждение по партнёрскому договору UF3HR за январь 2026г. [вид:услуга; ед:шт]
290349,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
290350,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
290351,7,0.9526558,Аренда нежилого помещения за май 2026 г. [вид:услуга]
290387,4,0.87008196,Проведение работ на сети ПАО «ВымпелКом» [ед:Объект]
290401,1,0.8142251,"Внутренняя уборка офисных помещений по объекту г. Хабаровск, ул. Волочаевская 133 (Проект 17002362) за Март 2026 [ед:м2] | Внутренняя уборка технических помещений по объекту г. Хабаровск, ул. Волочаевская 133 (Проект 17002362) за Март 2026 [ед:м2] | Внутренняя уборка офисных помещений по объекту г. Хабаровск, ул. Волочаевская 8 (Проект 17002366) за Март 2026 [ед:м2] | Внешняя уборка по объекту г. Хабаровск, ул. Волочаевская 8 (Проект 17002366) за Март 2026 [ед:м2] | Внутренняя уборка офисных помещений по объекту г. Хабаровск, ул. Пушкина 50 (Проект 17002367) за Март 2026 [ед:м2]"
290407,23,0.859618,"Компенсация расходов на размещение ВОЛС на объектах инфраструктуры третьих лиц , февраль 2026 [вид:услуга]"
290415,3,0.8195814,"Сервисный сбор за авиабилет по авиабилету (электронный) по маршруту МОСКВА - ГОРНО-АЛТАЙСК - МОСКВА, перевозчик:SU, 23 Июн 2026г.- 29 Июн 2026г., (Макарова Анастасия Александровна: № 555-2393034687) [вид:услуга; ед:-] | Сбор системы бронирования по авиабилету (электронный) по маршруту МОСКВА - ГОРНО-АЛТАЙСК - МОСКВА, перевозчик:SU, 23 Июн 2026г.- 29 Июн 2026г., (Макарова Анастасия Александровна: № 555-2393034687) [вид:услуга; ед:-]"
290426,26,0.8616758,"Агентское вознаграждение по Договору № Голованов Уфа ЭЭ от 11.02.2025г БС 58524: РБ,Туймазинский р-н, с. Нижние Бишинды, ул. Горная, д. 28А,к . за январь 2026 г. [вид:услуга]"
290443,5,0.85357195,"Аренда базовая часть Гипермаркет ""ЛИНИЯ"" г. Белгород за Март 2026 г. [вид:услуга; ед:м2]"
290456,9,0.873348,Партнерское вознаграждение по договору № UB6OQ [вид:услуга; ед:шт]
290457,23,0.9046914,"Услуги в области PR (РИМ), Размещение и анонсирование рекламно-информационного материала, дата публикации 24.04.2026, на площадке cnews.ru, Апрель 2026 бренд: билайн | Услуги в области PR (РИМ), Размещение и анонсирование рекламно-информационного материала, дата публикации 27.04.2026, на площадке Vedomosti.ru, Апрель 2026 бренд: билайн | Услуги в области PR (РИМ), Размещение рекламно-информационного материала (до 5000 знаков), дата публикации 24.04.2026, на площадке comnews.ru, Апрель 2026 бренд: билайн | Услуги в области PR (РИМ), Размещение рекламно-информационного материала в формате «Новости» (техническая характеристика 1 000 (одна тысяча) просмотров страницы материала, дата публикации 27.04.2026, на площадке Ria.ru, Апрель 2026 бренд: билайн | Услуги в области PR (РИМ), Размещение рекламно-информационного материала (до 3000 знаков), дата публикации 24.04.2026, на площадке Kommersant.ru, Апрель 2026 бренд: билайн"
290466,10,0.8807175,"Услуги связи, предоставленные за 02.2026 г. [вид:услуга; ед:-]"
290477,5,0.859198,"Сервисный сбор за оформление проживания в г-це ГРИН ХАУЗ, г.ТЮМЕНЬ, РОССИЯ, с 04.03.2026 по 05.03.2026, 1 сутки, номер Стандартный, Лоцманов Петр Сергеевич [вид:услуга; ед:-]"
290478,5,0.84789336,"Проживание в г-це ГРИН ХАУЗ, г.ТЮМЕНЬ, РОССИЯ, с 04.03.2026 по 05.03.2026, 1 сутки, номер Стандартный, Лоцманов Петр Сергеевич [вид:услуга] | Проживание в г-це МЕДИКАЛ, г.ТЮМЕНЬ, РОССИЯ, с 03.03.2026 по 05.03.2026, 2 суток, номер Одноместный, Горин Сергей Александрович [вид:услуга]"
290483,5,0.8552869,"Оказание комплекса услуг по уборке салонов связи в г. Архангельск и Архангельской области, в Мае 2026г. [вид:услуга]"
290484,9,0.8662917,"Энергоснабжение ТЦ ""Меридиан"" г. Фокино [ед:не заполнено]"
290503,7,0.93771267,Аренда нежилого помещения (фиксированная часть) за март 2026 г. [вид:услуга; ед:мес]
290515,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
290531,5,0.82344484,"Аренда коммуникационных труб, согласно договору №1-12 от 01.12.2013г., на основании Соглашения о замене лиц в обязательствах от 01.04.2023г. за март 2026г. [вид:услуга; ед:шт]"
290532,10,0.8868655,"Услуги связи, предоставленные за 04.2026 г. [вид:услуга; ед:-]"
290548,9,0.8669576,Возмещение затрат за электроэнергию за май 2026г. [ед:кВт]
290558,5,0.84606725,"Предоставление доступа к Услуге, Россия, Санкт-Петербург г, Звёздная ул, 3 корпус 1-А д. [ед:Штук]"
290562,11,0.90344536,Размещение оборудования сотовой связи в мае 2026 г. по договору №08/0063/19 от 01.11.2019 г. [ед:мес]
290573,8,0.81909186,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] (×2)"
290598,9,0.9068104,Обслуживание электрооборудования согласно договору №1 от 01.10.2025 г. за февраль 2026 г. [вид:иное]
290613,5,0.8393986,"Обеспечение электроустановки, согласно договору № С2801 от 16.06.2021 ДС №5 от 03.04.23г. по адресу: г. Санкт-Петербург, Пулковское ш, 50м юго-вост д.71, лит А. за май 2026 г. [вид:услуга; ед:мес]"
290649,10,0.88686544,"Услуги связи, предоставленные за 04.2026 г. [вид:услуга; ед:-]"
290655,10,0.8775717,Услуга по размещению оборудования за февраль 2026 г. [вид:услуга]
290668,20,0.91915596,Виртуальный канал Ethernet (EPL) c 01.04.2026 по 30.04.2026
290675,5,0.83228874,".Организация канала связи по Заказу №457-1 от 27.05.2026г., Тульская область, Кимовский р-н, Кимовск г., ПС Гранки [вид:услуга; ед:шт]"
290679,8,0.81104463,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Изготовление/поставка переходного крепления для 1-го RRU [ед:за 1 комплект] | Монтаж и подключение Комбайнеров, фазирующего модуля [ед:за шт]"
290700,11,0.89554906,Размещение оборудования БС сотовой связи за февраль 2026 г. [вид:услуга]
290705,26,0.87757516,Партнерское вознаграждение от оператора связи С 01.05.2026 По 31.05.2026 [вид:услуга; ед:шт]
290706,4,0.84863675,За май 2026г. Аренда оптоволокна по договору №б/н от 26.10.2015г. [вид:работа; ед:-]
290722,1,0.8145566,"Согласно договора №03872/11/7/152 от 26 апреля 2011г. за: Обспечение размещения оборудования БК на 2 этаже ТРПЦ по адресу: г. Якутск, Хатынг-Юряхская сопка, район ГПЗ;¶Обеспечение размещения АФУ БС на вышке ТРПЦ по адресу: г. Якутск, Хатынг-Юряхская сопка, район ГПЗ; Обспечение функционирования обор [вид:услуга; ед:мес] | Возмещение стоимости потребляемой электроэнергии за апрель 2026 г. [вид:услуга; ед:кВт.ч]"
290738,4,0.8459704,"Выезд на объект для выполнения всех работ, за исключением аварийных работ. [ед:выезд] | Замена дренажной помпы [ед:шт.] | Дренажная помпа [ед:шт.]"
290747,3,0.8070216,"Сервисный сбор за авиабилет по авиабилету (электронный) по маршруту МОСКВА - ГОРНО-АЛТАЙСК - МОСКВА, перевозчик:SU, 25 Июн 2026г.- 28 Июн 2026г., (Лысов Денис Константинович: № 555-2388939016) [вид:услуга; ед:-] | Сбор системы бронирования по авиабилету (электронный) по маршруту МОСКВА - ГОРНО-АЛТАЙСК - МОСКВА, перевозчик:SU, 25 Июн 2026г.- 28 Июн 2026г., (Лысов Денис Константинович: № 555-2388939016) [вид:услуга; ед:-]"
290762,3,0.8514089,Виртуальный канал связи за МАЙ 2026 | Предоставление каналов связи за МАЙ 2026
290763,3,0.8514089,Виртуальный канал связи за МАЙ 2026 | Предоставление каналов связи за МАЙ 2026
290765,20,0.8231586,"Абонентская плата за цифровой канал БЗ №57 [вид:услуга; ед:шт] | Предоставление в пользование прямого провода в пределах одного кросса (кроссировка между двумя кабелями других организаций), ежемесячно, услуги связи [вид:услуга; ед:усл. ед] | Предоставление в пользование прямого провода, ежемесячно, услуги связи [вид:услуга; ед:усл. ед] | Предоставление канала связи 20 Мбит/с [вид:услуга; ед:шт] | Предоставление канала VPN 20 Мбит/с [вид:услуга; ед:шт]"
290779,10,0.88525116,Услуги завершения вызова на сеть ООО ВОСТКОМ [вид:услуга; ед:шт]
290784,8,0.8145474,"Обеспечение функционирования оборудования заказчика по дополнительному соглашению №2 к договору № БСУ-1217 от 21.12.2020 по адресу: Пермский край, Лысьвенский городской округ, г.Лысьва, с южной стороны ЗУ Гайдара, 15А (переменная часть) за апрель 2026 г. [вид:услуга; ед:кВт] | Обеспечение функционирования оборудования заказчика по дополнительному соглашению №4П_52873 к договору № БСУ-1217 от 21.12.2020 по адресу: Пермский край, г. Пермь, ул. Черниговская (переменная часть) за апрель 2026 г. [вид:услуга; ед:кВт] | Обеспечение функционирования оборудования заказчика по дополнительному соглашению №3П_52593 к договору № БСУ-1217 от 21.12.2020 по адресу:Пермский край, п. Протасы, в районе 29 квартала (переменная часть) за апрель 2026 г. [вид:услуга; ед:кВт] | Обеспечение функционирования оборудования заказчика по дополнительному соглашению №3П_52492 к договору № БСУ-1217 от 21.12.2020 по адресу:Пермский край, г. Пермь, ул. Барамзиной (переменная часть) за апрель 2026 г. [вид:услуга; ед:кВт] | Обеспечение функционирования оборудования заказчика по дополнительному соглашению №5П_52629 к договору № БСУ-1217 от 21.12.2020 по адресу:Пермский край, г. Пермь, ул. Златоустовская, в районе д. 3; (переменная часть) за апрель 2026 г. [вид:услуга; ед:кВт]"
290795,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
290796,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
290803,20,0.8146332,"Предоставление в пользование цифрового канала связи ""Усть-Кут - ПСП Дулисьма"", 2048 Кбит/сек. (Е1, G703) бланк-заказ "" 023/03/15 за февраль 2026 г. [вид:услуга; ед:мес] | Услуга по предоставлению в пользование цифрового канала связи по бланк-заказу № 034/11/23 к договору №000766/08/7/148 от 24 апреля 2008 г. за февраль 2026 г. [вид:услуга; ед:мес]"
290816,3,0.86124647,"Ремонтные работы по адресу г. Тверь, Октябрьский проспект, д. 103 [вид:услуга; ед:услуга]"
290846,2,0.8494378,Переменная часть по договору № 6 от 12.03.2014 г. (расходы на электроэнергию) за январь 2025 г. [ед:кВт.ч]
290847,11,0.8963109,Предоставление возможности размещения и эксплуатации оборудования (базовая часть) по договору № 6 от 12.03.2014 г. за январь 2026 г [ед:мес]
290851,26,0.86516505,Вознаграждение за услуги май 2026г по дог.Т2363 [вид:услуга; ед:шт]
290860,11,0.90846825,"Проведение работ по монтажу, замене и переносу оборудования [ед:Километр]"
290869,21,0.84226525,Проведение работ на сети ПАО «ВымпелКом» [ед:Километр]
290877,21,0.8467634,Проведение работ на сети ПАО «ВымпелКом» [ед:Трасса]
290878,8,0.8321192,Проведение предпроектного обследования трассы прокладки кабеля ВОК/СМК по зданиям и сооружениям [ед:Трасса] | Проведение предпроектного обследования трассы в пределах одного телефонного узла [ед:Трасса]
290898,19,0.83540773,Возмещение затрат по э/э в феврале 2026 года [ед:штука]
290906,16,0.82786393,SIM-карта 96K Dynamic LTE sim/micro-sim/nano-sim USIM с кастомизированным профилем для компании Донуля без номера [вид:имущество; ед:шт]
290907,5,0.8300432,"Организация канала связи ""точка-точка"" по договору №02/2394 от 30.01.2002 [вид:услуга; ед:шт]"
290908,0,0.8277459,"Получение санитарно-эпидемиологического заключения MRB00RULEN016160 ЛО_Ульяновка, РЖД, согласно ДС № DMC53_526066_584_16160 от 19.11.2025 г. по Договору № 24933840 СТРТЕСТ-СЭЗ-ЗР-2024 от 26.08.2024 г."
290909,0,0.8353127,"Получение санитарно-эпидемиологического заключения MRB00RULEN016160 ЛО_Ульяновка, РЖД, согласно ДС № DMC53_526066_584_16160 от 19.11.2025 г. по Договору № 24933840 СТРТЕСТ-СЭЗ-ЗР-2024 от 26.08.2024 г. [ед:-]"
290927,3,0.8228843,ТО и АВР ВОЛС Марий Эл | ТО и АВР ВОЛС Татарстан | ТО и АВР ВОЛС Оренбургский | ТО и АВР ВОЛС Пензенский | ТО и АВР ВОЛС Самарский
290928,3,0.82297283,ТО и АВР ВОЛС Марий Эл | ТО и АВР ВОЛС Татарстан | ТО и АВР ВОЛС Оренбургский | ТО и АВР ВОЛС Пензенский | ТО и АВР ВОЛС Самарский
