group,file,llm_topic,theme_id,top_words
word,1aed95d1-bdaf-47bf-b6e2-312c1e50e615.Акт сдачи-приемки оказанных услуг (Форма 4) № БУ-126 от 28.02.2026.docx,Акт сдачи-приемки услуг Билайн,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,31ccab5f-13b4-4c46-847c-d0f372e4fdc7.Запрос на акт сверки.docx,Запрос о сверке расчетов,-1,
word,d6788855-e3f8-41ef-b306-4d47c6793b70.Карточка предприятия Ковальчук ИП.docx,Карточка предприятия питомника,-1,
word,4ac16881-bab5-437a-9b75-acbbccfe71c8.АктСверки_202512_7713076301-346045021_пао_вымпелком.rtf,Сверка расчетов между операторами связи,-1,
word,6cf3a768-4f57-47cd-a72a-de6f9216c672.Эл. эн. акт Билайн.docx,Акт замера электроэнергии за март 2026 года,-1,
word,"5bfb5e8f-6358-4241-aac6-bc3672cab09c.Приложение №7 ФК_122008 г. Воткинск, ул. 1 Мая, д. 108.docx",Акт монтажа оборудования и материалов,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,c6ae7258-b736-40c4-b12b-ae5f4343f089.Уведомление НДС.docx,Уведомление об изменении ставки НДС,-1,
word,"d591e25a-7038-4c99-8f77-cc5a7598d6b6.Демонтаж 7M19000 г. Новосибирск, улица Петухова, дом73_09.04.2026.docx",Акт демонтажа и утилизации оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,9495d128-44a2-49f5-b056-e2f8dc5d5b07.Заявка Заказ 4.docx,Заказ обучения по первой помощи,-1,
word,59978b99-923e-4d0f-8cba-62591f28501f.БЗ № 20 от 16.06.2026.docx,Заказ на канал связи,-1,
word,9fa69ff5-f24c-4e83-9095-4dedf53f04b1.Уведомление о переходе на НДС 5%.docx,Уведомление о переходе на НДС,-1,
word,7065aeb9-9bc9-4f76-baf9-30bab2f564f5.Уведомление о смене Юридического адреса 23-06-26.docx,Уведомление об изменении адреса,-1,
word,b5173f08-4a6d-42d2-944b-5da0ec932a24.Договор № ХФ-1_2026-Опоры_Харпичан_правки ВК.doc,Договор аренды мест на опорах,-1,
word,5ee185ef-8175-4cd8-bc71-200f8f3e7af9.Апрель.doc,Уведомление об удержании вознаграждения,-1,
word,18f05f8c-5d7a-429d-ae7d-b3ab61a1ebe2.Акт ТО Калмыкия март 2026_2275460.docx,Акт сдачи-приемки работ по техническому обслуживанию ВОЛС,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,40bf543f-7093-4c03-aa31-b6bf8ebebafe.26907 Журнал прокладки кабелей.docx,Журнал прокладки кабелей,-1,
word,034dd648-bf8d-4c39-8c9e-d785471fae93.счет на оплату №50506-2017.RTF,Оплата услуг размещения АФУ,-1,
word,"11ea5ff0-4d2c-47d8-be73-a79ce444c5e0.Приложение 7.1 г. Екатеринбург, ул. Восточная, д. 158.docx",Акт демонтажа видеонаблюдения,-1,
word,18cddacf-63e2-4082-aec6-c4ac9c1a302f.Информационное письмо.docx,Изменение статуса плательщика НДС,-1,
word,"54988cd4-176f-4b8e-985a-cc55c5580256.Приложение 7.1 г. Тобольск, 7 микрорайон, № 30, ТРЦ Жемчужина Сибир.docx",Акт демонтажа видеонаблюдения,-1,
word,efc07511-5c74-457e-baf1-9cd13573ead4.Акт МХ-1 №АП-1865230-LL_HQ930Wb от 27.03.26.docx,Акт приемки маршрутизаторов,-1,
word,bbd4f2f4-c817-4b04-97ca-ae5213a390cd.1.3. ВымпелКом Контрагенты письмо-подтверждение.docx,Запрос подтверждения задолженности,-1,
word,7f48854e-8d79-477d-888a-f2c11049c7e6.Уведомление о предоставлении доступа к Новому ДОЛ ИП Пагалов И.А.-АК-110 от 02.03.2026 г..doc,Уведомление о назначении ответственного лица,-1,
word,b330f508-f4cb-4599-926c-dc950cbea5d2.Детализация.docx,Детализация дебиторской задолженности,-1,
word,b58ddff6-636d-4b72-ae51-c17209d5950b.Уведомление дог. 34-19_ТД от 01.07.2019.docx,Уведомление об изменении договора,-1,
word,c1934343-d833-499a-a274-c86174a9f818.ГП_по_БС_2879_Кострома_ООО_Паритет.docx,Гарантийное письмо на выполнение работ,-1,
word,2bf03219-4233-4bc3-b8d0-6c3cf91bf130.Заявление на предоставление персональных данных.docx,Заявление о предоставлении сведений о пользователях,-1,
word,732a6a76-a5f0-4a58-a444-847c54b33222.Паспорт канала Заказ №1722.docx,Паспорт канала для монтажа оборудования,-1,
word,5a03d3e3-5d1d-449c-90e6-1f3c2ffb1e9d.Вымпелком 362992.docx,Счёт на услуги связи за июнь 2026 года,-1,
word,12684de8-bd6e-4a80-bcc6-0c17fb53286d.Письмо о смене ГД 2026_Макаров.docx,Изменение Генерального директора,-1,
word,f701d249-534d-450c-9107-851c8ad90379.Заявка Заказ 9.docx,Заказ обучения по охране труда,-1,
word,183525ee-0b72-4fd7-91b7-b0c83d6ca5c1.Акт об оказании услуг № 127 от 31 октября 2025 г.docx,Акт компенсации расходов на электроэнергию,-1,
word,5ef0e7da-3e8f-47c4-9191-4615fc21768e.удаление_объектов_170007_ЭО_313.docx,Изменение договора энергоснабжения,-1,
word,1dc320c2-ad6c-4944-8204-45bbbe099c01.03.2023 акт.rtf,Акт выполненных работ по телекоммуникационным ресурсам,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,fb9c6110-c49b-42bf-87d1-af6ddad4b8ee.ДС № 43 к дог. 628.docx,Дополнительное соглашение на размещение кабеля,-1,
word,bc04ef7b-f0e8-47ab-8d2b-619cdc82a9b4.АКТ ВЫМПЕЛКОМ № 483 .docx,Акт сдачи-приемки услуг по обеспечению размещения оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,1397e026-689b-4d7a-bc05-78207ac2395d.Акт возврата оборудования Заказ №1590.1.docx,Акт возврата сетевого оборудования,-1,
word,228f9b2d-295d-4fd6-b8b7-74af89610960.Акт выполненных работ №77.doc,Акт приемки выполненных работ,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,6c506149-b893-4543-99ab-8d416da0f8f3.Уведомление Камаспринг.docx,Переключение на СБИС,-1,
word,ff14a337-e8ba-447e-9711-d11e74be6766.ОТЧЕТ О РЕАЛИЗОВАННЫХ УСЛУГАХ.docx,Отчет о реализации телекоммуникационных услуг,-1,
word,929170f4-7678-45b1-9c80-5bda711879ee.Иркутск допл 2025.docx,Акт сдачи-приемки услуг по техническому обслуживанию,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,8b9b79dd-dae9-432e-b12c-90397062e60b.26931 Ведомость изменений и отступлений от проекта.docx,Ведомость изменений проекта,-1,
word,05f72aec-7481-4b78-b034-d37df1f1e7d1.Акт возврата оборудования Заказ №1455.4.docx,Акт возврата сетевого оборудования,-1,
word,0ad63e18-a93b-4a0a-9fe1-d8f53a05a1b6.Заявление на расторжение  U11QN.docx,Заявление на расторжение договора связи,-1,
word,22d6f9ec-5f27-4264-84e6-7dffb8daef68.Акт_для_БЗ_32235_оказания_услуг.docx,Акт начала оказания услуг,-1,
word,78ead6f9-9355-425a-8c47-6c3a8050a871.АктСверки_202603_7713076301-263545005_ПАО__ВымпелКом.rtf,Акт сверки задолженности по услугам связи,-1,
word,4da5decf-389d-411e-99c5-d86856ee4178.а10 пож проф.docx,Акт выполненных услуг по переподготовке,-1,
word,1c1b284c-5216-42c5-9ecb-cbb7c9b426fe.письмо о смене ген директора_2 (002).doc,Смена генерального директора ООО Б4Линк,-1,
word,c4319bca-9fb3-48f9-bb01-460bfc76d562.Февраль ВК Мошково.docx,Расчет переменной платы за электроэнергию,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,899d0b28-74d0-4964-8806-4a67522c5be7.Акт выполненных Работ № 81.1 к Заказу №81.docx,Акт выполненных телеком работ,-1,
word,52b02b11-3fd5-4202-8232-adcc0643359e.Исходящий счет на оплату № 436 от 31.03.2026.docx,Счет на оплату уборки помещений,-1,
word,f5e0b777-4d5b-4767-ba85-5f788d230020.ДС 4 09.02.2026.doc,Изменение стоимости услуг связи,-1,
word,5bca98b9-6296-4f05-b67e-b550d0b184e5.Акт сдачи-приемки оказанных услуг (Форма 4) № БУ-301 от 31.05.2026.docx,Акт сдачи-приемки услуг Билайн,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,91843312-a4cb-463f-92e6-75fcb13d4883.Акт оказанных услуг платного проезда ПАО «ВымпелКом» 01.02-28.02.2026.doc,Акт оплаты проезда на платных дорогах,-1,
word,6f8127f9-e1f6-4a70-a4eb-27fcde1b5722.Счет на оплату_(ЦДК-Дпром-20-1).doc,Счёт на участие в выставке,-1,
word,5e42da30-0130-4eff-bf3e-9e4fbcbf9046.БЗ 608  Уфа Айская 61_V1.doc,Заказ на выделенный доступ к интернету,-1,
word,f725cb8b-bbb6-4658-be0b-de3b837c104c.ДС 9_2 Нагорена от 25.05.2026.doc,Аренда цифрового канала связи,-1,
word,fd5ffcbd-1f77-4e75-bc62-c1d4a25cdedc.Акт сдачи-приемки № ТГ24-041.doc,Акт сдачи-приемки строительства ВОЛС,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,5302ee60-19d3-4255-b1e5-073d19a18ff5.Акт к БЗ_95-Юг_Зеленчукская_B88F6119-80F9-418C-9961-A3B48C5B2160.doc,Акт сдачи-приемки ЦКС связи,-1,
word,f4e9170b-7210-4e71-951c-6153021bb213.Запрос актов сверки Хайп.docx,Запрос актов сверки за 2025 и 2026 годы,-1,
word,d8a74fdb-fa3a-4ff5-998a-eb502fec5504.акт 12 от 31.01.2026.docx,Акт выполненных услуг по размещению,-1,
word,ed763110-fc3a-4c79-9b4a-17f2892a4190.ДС №9 Иса.docx,Изменение договора оказания услуг,-1,
word,036545ad-13ae-4c71-bb5e-98adb26275c1.Счет от 28.02.2026.odt,Счёт на услуги связи,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,a4dd302b-3a5b-47f7-aa2a-4af8841606be.GP235_za_mart_2026_Akt_sdachi-priemki_okazannykh_uslug.docx,Акт оплаты агентского вознаграждения,-1,
word,b30d7a3c-59f1-4cfc-8c8b-7ed181136027.Акт_5_2026.docx,Акт оказания услуг связи,-1,
word,4df1871b-305a-47bf-8a45-a14d564a940e.Акт 22_4.docx,Акт начала услуг по пропуску трафика,-1,
word,32fc1086-f648-4d81-bf5e-d7944618cfb8.акт сдачи-приемки О515ЕУ761 от 15.04.docx,Акт сдачи-приемки ремонта автомобилей,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,eec5cdef-b7ea-4010-bb07-9d9422f14418.Приложение № 3 Демонтаж Сочи (МЧД).doc,Акт демонтажа оборудования РТРС и ВымпелКом,-1,
word,764c2a5f-9f98-4e51-a18b-37c45c2d678d.Лента__прил 31 М2М 2.0 3.2 сим.doc,Приложение к договору услуг связи,-1,
word,4ad7a56a-57be-42b0-9190-41fec9b299fa.ВымпелКом (000062710).docx,Дополнительное соглашение к договору,-1,
word,d5a508d1-47d2-41a3-b2e9-6c18ae546ad6.4385558_7713076301_771301001_Счет №138438-12_25-4385558.docx,Счёт на оплату услуги обращения с ТКО,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,5083710d-8bcb-4218-8438-2bbcf337ee35.Вымпелком Гагарина май.docx,Акт компенсации коммунальных услуг,-1,
word,5f1917e4-33d4-40fc-b720-95a7783ea582.Акт_Вымпелком_МКК Корона_59_31052026.docx,Акт оказания услуг по организации обмена данными,-1,
word,7ed62006-2332-4361-b2c7-dc0ad39d681a.Приложение № 3 Демонтаж Красный Кут.doc,Акт демонтажа телекоммуникационного оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,62763d3e-e3ee-4a26-bb5c-666ce04f1856.справка.docx,Справка о тарифе на электричество за апрель 2026 года,-1,
word,4afab0c1-0d8e-4ed6-b620-382835ef5ecb.Запрос акта сверки за 2025 и январь 2026.docx,Просьба прислать акты сверки,-1,
word,29a13be9-b249-477a-9ef8-fcc7ca6dbc14.ПРА Вымпелком ДС №5 к Договору № 550727154 от 27.02.2015 г.docx,Продление срока действия договора,-1,
word,a41dc6af-5013-464f-be2b-e9478497b943.Письмо (1).docx,Уведомление о расторжении договора,-1,
word,49ea4be5-50fe-4faa-bb03-5885272a4005.БЗ №548 Мск Кадырова 1_v1.doc,Заказ на выделенный доступ к интернету,-1,
