doc_id,entity_id,source,file,llm_name,llm_inn,llm_kpp,edo_shortname,edo_inn,edo_kpp,inn_status,kpp_status,name_status
11367,ac22d004-5eaa-463e-b377-5a4e61c44b1e,text,ac22d004-5eaa-463e-b377-5a4e61c44b1e.Истекает срок оплаты счета_735030144_22.04.2026.pdf,"ПАО ""МегаФон""",7702002698,770201001,"Поволжский филиал ПАО ""МегаФон""",7812014560,631643002,mismatch,mismatch,match
11370,b9de965e-126f-4a78-a601-1bf46299f032,text,b9de965e-126f-4a78-a601-1bf46299f032.Акт №1 от 16.02.2026.pdf,Ⱥ:B,,,"ПАО ""РОССЕТИ ЦЕНТР""",6901067107,997650001,llm_missing,llm_missing,mismatch
11372,bb9a423c-4dc9-424a-a3dc-e9cbc0d23223,text,bb9a423c-4dc9-424a-a3dc-e9cbc0d23223.Истекает срок оплаты счета_735087768_20.05.2026.pdf,"ПАО ""МегаФон""",7707083893,770701001,"Поволжский филиал ПАО ""МегаФон""",7812014560,631643002,mismatch,mismatch,match
11380,a69ff2be-ea7e-4c97-9fd7-7f51c4f4ca12,text,"a69ff2be-ea7e-4c97-9fd7-7f51c4f4ca12.04,2026.pdf","ООО ""МайРест""",,,Толстых Лидия Дмитриевна,231113454185,,llm_missing,both_missing,mismatch
11383,3c1dbc1b-4d7b-448f-aa72-45edd314b080,text,3c1dbc1b-4d7b-448f-aa72-45edd314b080.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260413_de2357e2-501b-4f5c-9199-242b6e9e4145.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11393,06a69e58-af1e-4364-9076-d5376f1fcd17,text,06a69e58-af1e-4364-9076-d5376f1fcd17.Счет № 252315183862 - 6568672094 от 31.3.2026.pdf,ПАО «МТС»,7740000076,526243001,"ПАО ""МТС""",7740000076,997750001,match,mismatch,match
11394,d921e1cc-650c-48e9-ae5b-a6154da83fa3,text,d921e1cc-650c-48e9-ae5b-a6154da83fa3.БИЛ_АКТ_Компенсация за открытие БС_Калининград_Московский 277_.pdf,ИП Герасименок А.А.,,,Герасименок Анатолий Анатольевич,390603126665,,llm_missing,both_missing,mismatch
11397,ef46e97f-a7bf-43a3-a1b7-ce5a10b4347f,text,ef46e97f-a7bf-43a3-a1b7-ce5a10b4347f.Истекает срок оплаты счета_735030310_19.03.2026.pdf,"ПАО ""МегаФон""",7702000123,770201001,"Поволжский филиал ПАО ""МегаФон""",7812014560,631643002,mismatch,mismatch,match
11401,ce06bc9d-5413-4e86-b4ab-67c0ffc2377d,text,ce06bc9d-5413-4e86-b4ab-67c0ffc2377d.Истекает срок оплаты счета_735140279_25.02.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Уральский филиал ПАО ""МегаФон"".",7812014560,667003001,mismatch,mismatch,match
11403,3ced447c-6631-4a02-8698-821a40431cf2,text,3ced447c-6631-4a02-8698-821a40431cf2.140623_Счет на оплату.pdf,"ООО ""ОБИТ""",1910140000,191001001,"ООО ""Обит""",7810204213,784201001,mismatch,mismatch,match
11406,a5c6c0dc-945f-4082-b955-9e8c4fffbe25,text,a5c6c0dc-945f-4082-b955-9e8c4fffbe25.Акт №3 - 3 этап Шацк.pdf,ООО «Константа»,7707083893,770701001,"ООО ""Константа""",1001142070,780401001,mismatch,mismatch,match
11411,f3926040-7c01-4aff-a958-a90ed0fc79c6,text,f3926040-7c01-4aff-a958-a90ed0fc79c6.Истекает срок оплаты счета_735072635_25.02.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Уральский филиал ПАО ""МегаФон"".",7812014560,667003001,mismatch,mismatch,match
11416,5158d365-8f5e-460e-900b-b770bfa0bacc,text,5158d365-8f5e-460e-900b-b770bfa0bacc.ESTOP._otchet_EE_za_aprel_2026_Magan.pdf,АО «АЛТАЙСКИЙ ЭЛЕКТРОСВЯЗНОЙ»,1140000000,114000000,"ФКП ""Аэропорты Севера""",1435146293,143501001,mismatch,mismatch,mismatch
11417,b566087f-a16c-47e0-af4c-f54fb1abaf7d,text,b566087f-a16c-47e0-af4c-f54fb1abaf7d.Клиентский счёт.pdf,"ПАО ""МТС""",7740000076,121543001,"ПАО ""МТС""",7740000076,997750001,match,mismatch,match
11418,b9d97502-f164-45c6-bf14-1cc9602b19db,text,b9d97502-f164-45c6-bf14-1cc9602b19db.Счёт_90422784.PDF,"ООО ""Техноэволаб""",7705029530,774850001,"ООО ""ТЕХНОЭВОЛАБ""",7705029530,771701001,match,mismatch,match
11422,c8297752-579f-4c5f-89b3-9540abe8e066,text,c8297752-579f-4c5f-89b3-9540abe8e066.2260100014136E_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,llm_missing,match
11423,c173359b-431c-4ea3-a916-ce11d303a1f1,text,c173359b-431c-4ea3-a916-ce11d303a1f1.вымпелком февраль 2026.pdf,ООО «ЛОНЖИНО»,1110300000,111001001,"ООО ""Юнион""",5012014335,501201001,mismatch,mismatch,mismatch
11426,d1c4e65a-fe3d-4732-af69-e08abcb36b8e,text,d1c4e65a-fe3d-4732-af69-e08abcb36b8e.ПАО Вымпелком сопроводительное письмо.pdf,ООО «Интерпродресурс»,7707083893,770701001,"ООО ""ИНТЕРПРОДРЕСУРС""",7713282047,770901001,mismatch,mismatch,match
11427,8e9bf240-ce72-4f03-be35-d9060de4a810,text,8e9bf240-ce72-4f03-be35-d9060de4a810.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260602_610351ff-fc42-4f1f-99b5-f204d45f53ea.pdf,"ООО ""КОМУС""",7826156685,997650001,"ООО ""Деловые Линии""",7826156685,997650001,match,match,mismatch
11430,8943a6f9-70ee-418b-b00d-243fd3edab05,text,8943a6f9-70ee-418b-b00d-243fd3edab05.Счет № 202370760390 - 6568618427 от 31.3.2026.pdf,"ПАО ""МТС-БАНК""",7740000076,027602001,"ПАО ""МТС""",7740000076,997750001,match,mismatch,mismatch
11431,623fcb47-b1ef-49f6-ba18-fceace8c5ddd,text,623fcb47-b1ef-49f6-ba18-fceace8c5ddd.2260300015727_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11437,22159d54-c1fa-4032-a30a-9cb07f416738,text,22159d54-c1fa-4032-a30a-9cb07f416738.Акт к Заказу 03-2026-ТО-СТК-ЮГ.pdf,ООО «СТК-Юг»,111230800666,,"ООО ""СТК-Юг""",2308180857,230801001,mismatch,llm_missing,match
11441,bff01605-678b-499a-b611-b0158859978c,text,bff01605-678b-499a-b611-b0158859978c.Акт №4 от 30.04.2026.pdf,АО «Ростелеком»,7703320000,770301001,"ПАО ""РОССЕТИ ЦЕНТР""",6901067107,997650001,mismatch,mismatch,mismatch
11450,643773ac-2ef1-4e45-8d41-85424df938c5,text,643773ac-2ef1-4e45-8d41-85424df938c5.АРБП 37327.pdf,АО ГК «Сервис-Телеком»,,770709001,"АО ГК ""СЕРВИС-ТЕЛЕКОМ""",9705237140,770501001,llm_missing,mismatch,match
11451,0c6139b5-c386-4393-996d-c3d3bb3aad8e,text,0c6139b5-c386-4393-996d-c3d3bb3aad8e.Уведомление о расторжении договоров ВымпелКом.PDF,ООО «ВинелКом»,,,"ООО ""Олива""",3906313304,390601001,llm_missing,llm_missing,mismatch
11452,acdb83d3-d7e4-4134-97c7-0ff9c079bf6d,text,acdb83d3-d7e4-4134-97c7-0ff9c079bf6d.140004450783_28.02.2026.pdf,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
11453,547e91a2-af70-4050-84a7-f8fbdc509ad0,text,547e91a2-af70-4050-84a7-f8fbdc509ad0.2260100014738_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11455,09b3aac2-1a12-4a3d-a8bf-00b354af8f69,text,09b3aac2-1a12-4a3d-a8bf-00b354af8f69.2251200094540_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11463,aa213b48-0e7e-4d17-987c-3b45a6c20af8,text,aa213b48-0e7e-4d17-987c-3b45a6c20af8.Истекает срок оплаты счета_735030169_19.03.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Поволжский филиал ПАО ""МегаФон""",7812014560,631643002,mismatch,mismatch,match
11465,1cb8eadb-ddaa-4560-b509-9b35e88c7047,text,1cb8eadb-ddaa-4560-b509-9b35e88c7047.Акт Апастово .pdf,ИП Ленинг В.А.,,,ИП Ленинг Виталий Александрович,561006528520,,llm_missing,both_missing,mismatch
11467,89271ff2-dca2-4c8a-a6b5-01935766e479,text,89271ff2-dca2-4c8a-a6b5-01935766e479.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260610_f3c07d48-d9ef-454c-a026-38ad23ffaa03.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11468,ebb4b6da-b8c8-4f79-9178-b537ec4b1c74,text,ebb4b6da-b8c8-4f79-9178-b537ec4b1c74.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260626_80902755-6dc2-44bf-8e9c-5633e481c218.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11472,7f065e73-8f61-4f43-a06b-b0be1895b619,text,7f065e73-8f61-4f43-a06b-b0be1895b619.Vympelkom_(raschet).PDF,ПАО «Берлинское телекоммуникационное общество»,7700000000,770000000,"ГБУК Г. МОСКВЫ ""МОСКОВСКИЙ ТЕАТР НА ТАГАНКЕ""",7709010548,770901001,mismatch,mismatch,mismatch
11479,3eca4280-956f-4879-87ec-7b2d3c09468f,text,3eca4280-956f-4879-87ec-7b2d3c09468f.Истекает срок оплаты счета_735118419_22.04.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,mismatch,mismatch,match
11483,f6c3910b-6c50-45ea-8873-831c9682473e,text,f6c3910b-6c50-45ea-8873-831c9682473e.Истекает срок оплаты счета_735191775_20.05.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Центральный филиал ПАО ""МегаФон""",7812014560,526202001,mismatch,mismatch,match
11485,385be618-955a-4ed0-98d7-c9e431acc021,text,385be618-955a-4ed0-98d7-c9e431acc021.163108297850_28.02.2026.pdf,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
11487,9239ab00-fa33-4f3d-8c03-8736976b0b96,text,9239ab00-fa33-4f3d-8c03-8736976b0b96.Акт об уступке прав требования Вымпелком_D0717362_022026_8E9B1212-D488-4D0B-BA62-17DC1A142109.pdf,ПАО «МТС»,7703005698,770301001,"ПАО ""МТС""",7740000076,997750001,mismatch,mismatch,match
11494,fc8c79c6-d6d9-4d9b-a633-b7bc8a4a6d08,text,fc8c79c6-d6d9-4d9b-a633-b7bc8a4a6d08.17991_Счет на оплату.pdf,"ООО ""ОБИТ""",1910140000,191001001,"ООО ""Обит""",7810204213,784201001,mismatch,mismatch,match
11499,e148c410-ef94-4aa0-829a-b4b50dafe42d,text,e148c410-ef94-4aa0-829a-b4b50dafe42d.УПД №356 от 31.01.26.pdf,ООО «ОлимпПлюс»,2312153550,231701001,"ООО ""ОЛИМППЛЮС""",2312153550,237801001,match,mismatch,match
11507,5e84019d-df4d-419a-a761-c13754f3681e,text,5e84019d-df4d-419a-a761-c13754f3681e.2511_7713076301_997750001_836000001128_detkr_11.pdf,ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНЫЙ БАНК ПАО СБЕРБАНК,,,"Макрорегиональный филиал ""Центр"" ПАО ""Ростелеком""",7707049388,773443001,llm_missing,llm_missing,mismatch
11508,d2a3b817-50d9-4868-94d0-c5e5af99002b,text,d2a3b817-50d9-4868-94d0-c5e5af99002b.Счет итоговый 19135 (0).pdf,"ПАО ""Кузбассэнергосбыт",4205109214,420501001,"ПАО ""Кузбассэнергосбыт""",4205109214,775050001,match,mismatch,match
11522,4511ebc5-7da2-4815-aa17-33137e49edbb,text,4511ebc5-7da2-4815-aa17-33137e49edbb.Истекает срок оплаты счета_735042386_25.02.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,mismatch,mismatch,match
11528,cb66c73e-72cf-4077-b86d-565ebde8c30e,text,cb66c73e-72cf-4077-b86d-565ebde8c30e.Истекает срок оплаты счета_735140113_20.05.2026.pdf,"ПАО ""МегаФон""",7707089827,770701001,"Кавказский филиал ПАО ""МегаФон""",7812014560,230802001,mismatch,mismatch,match
11530,99a22bf9-f345-4d97-8911-9da5c53ba314,text,99a22bf9-f345-4d97-8911-9da5c53ba314.Истекает срок оплаты счета_735012029_25.02.2026.pdf,"ПАО ""МегаФон""",7702590231,770259001,"Дальневосточный филиал ПАО ""МегаФон""",7812014560,272143001,mismatch,mismatch,match
11533,4210a2ad-c8cc-418d-b144-236eb7ace444,text,4210a2ad-c8cc-418d-b144-236eb7ace444.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260415_fb946e22-8d2a-47ec-8568-cafcb8adaf37.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11535,96c6e24c-eaef-4287-b5af-3cc70b62de13,text,96c6e24c-eaef-4287-b5af-3cc70b62de13.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260414_6036cdd5-44e3-4fe6-a29b-a0cb234d6d64.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11545,61ab9250-1204-428e-a423-eb53f88b300d,text,61ab9250-1204-428e-a423-eb53f88b300d.Счет № 525126 - 1 от 31.12.2025.pdf,"ПАО ""Мобильные ТелеСистемы""",7740000076,997750001,"ПАО ""МТС""",7740000076,997750001,match,match,mismatch
11548,5c316807-978f-4e23-8a4b-e7f7f95edb25,text,5c316807-978f-4e23-8a4b-e7f7f95edb25.Истекает срок оплаты счета_735109246_18.02.2026.pdf,"ПАО ""МегаФон""",7702000001,770201001,"Уральский филиал ПАО ""МегаФон"".",7812014560,667003001,mismatch,mismatch,match
11549,ce6ba943-44d1-4f4e-b8a2-7850a8f2717b,text,ce6ba943-44d1-4f4e-b8a2-7850a8f2717b.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260514_30db8e0d-a0cf-43b4-98ce-207c8650104f.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11556,61465804-1d6f-476f-8d6d-d5ef80933f7b,text,61465804-1d6f-476f-8d6d-d5ef80933f7b.Счет итоговый 19135 (0).pdf,"ПАО ""Кузбассэнергосбыт Белово""",4205109214,420501001,"ПАО ""Кузбассэнергосбыт""",4205109214,775050001,match,mismatch,match
11557,a92994ee-2f6e-45a9-a5ef-493bb1f19ad1,text,a92994ee-2f6e-45a9-a5ef-493bb1f19ad1.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260514_ab3c2fd0-212c-4c12-9145-28d3f6b56ae0.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11559,18e31edc-c876-4f94-9e57-0f3d88dd8870,text,18e31edc-c876-4f94-9e57-0f3d88dd8870.Счет № 902093 - 2 от 31.12.2025.pdf,"ПАО ""Мобильные ТелеСистемы""",7740000076,997750001,"ПАО ""МТС""",7740000076,997750001,match,match,mismatch
11563,ae9422da-6e59-40bd-a450-0995159b6e5d,text,ae9422da-6e59-40bd-a450-0995159b6e5d.IMG_0009.pdf,ООО «Бурлинсконтор»,1780717000,770701001,"АО ""НАРЬЯН-МАРСКИЙ ОАО""",2983004475,298301001,mismatch,mismatch,mismatch
11568,a1d09871-e188-44d0-beca-496ce71c6781,text,a1d09871-e188-44d0-beca-496ce71c6781.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260513_aeab3719-3431-4aae-a4b8-eab34ed64a88.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11575,e1bc3eeb-efe1-4f22-a79e-fcf72766dbeb,text,e1bc3eeb-efe1-4f22-a79e-fcf72766dbeb.Клиентский счёт.pdf,"ПАО ""МТС""",7740000076,183502001,"ПАО ""МТС""",7740000076,997750001,match,mismatch,match
11576,97970d93-577a-49f3-be55-d7454b153ea4,text,97970d93-577a-49f3-be55-d7454b153ea4.Счет № 252315183862 - 6611082543 от 31.05.2026.pdf,ПАО «МТС»,7740000076,526243001,"ПАО ""МТС""",7740000076,997750001,match,mismatch,match
11578,cabf3671-6608-4717-9ff7-83a7237b0787,text,cabf3671-6608-4717-9ff7-83a7237b0787.163093232648_30.04.2026.pdf,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
11586,4bc16948-8159-4ca4-b0df-4545c4a57e17,text,"4bc16948-8159-4ca4-b0df-4545c4a57e17.Акт приема-передачи ООО Вертекс_г. Мурманск, ул. Рогозерская, д. 4, ТЦ Плазма.pdf",ООО «Вертекс»,7707011506,770701001,"ООО ""ВЕРТЕКС""",6686080255,667801001,mismatch,mismatch,match
11588,c498a8e3-a360-4a0d-b3eb-810675c3ea1c,text,c498a8e3-a360-4a0d-b3eb-810675c3ea1c.2260200014136A_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11589,3b223484-d678-477d-be6b-ce8c8c558fb1,text,3b223484-d678-477d-be6b-ce8c8c558fb1.Истекает срок оплаты счета_735114760_23.06.2026.pdf,"ПАО ""МегаФон""",7702002628,770201001,"Уральский филиал ПАО ""МегаФон"".",7812014560,667003001,mismatch,mismatch,match
11596,157d09ec-460e-4311-a356-95d74f8261b4,text,157d09ec-460e-4311-a356-95d74f8261b4.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260604_782701e6-a971-4745-93dd-dd4b76764d19.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11598,44d8a39c-ca95-4f42-ad5c-23761d0d04b3,text,44d8a39c-ca95-4f42-ad5c-23761d0d04b3.Истекает срок оплаты счета_735129406_18.02.2026.pdf,"ПАО ""МегаФон""",7702000001,770201001,"Уральский филиал ПАО ""МегаФон"".",7812014560,667003001,mismatch,mismatch,match
11599,68996503-5915-4e2b-a686-2cc4140084ff,text,68996503-5915-4e2b-a686-2cc4140084ff.67 Акт приема.pdf,ИП Таурайте Милана Вальдовна,322732500000,,Таурайте Милана Вальдовна,732593719589,,mismatch,both_missing,match
11605,b3686148-d53b-45f2-8a95-8ed9252e7cc6,text,b3686148-d53b-45f2-8a95-8ed9252e7cc6.2260500014223_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11606,ff4aec2b-cc56-4a6d-adaa-682566eb5588,text,ff4aec2b-cc56-4a6d-adaa-682566eb5588.2260100014136B_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,771045608,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,mismatch,match
11611,1d92e609-618e-4aec-8d0b-b78b88e53c1d,text,1d92e609-618e-4aec-8d0b-b78b88e53c1d.2260400013808_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,771045608,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,mismatch,match
11616,4542b749-5e60-4edf-9e20-ea8d21b6fbba,text,4542b749-5e60-4edf-9e20-ea8d21b6fbba.Истекает срок оплаты счета_735037817_22.04.2026.pdf,"ПАО ""МегаФон""",7702000001,770201001,"Дальневосточный филиал ПАО ""МегаФон""",7812014560,272143001,mismatch,mismatch,match
11617,36aa7e7f-d1f6-4699-9a64-92c31f150049,text,36aa7e7f-d1f6-4699-9a64-92c31f150049.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260403_c2082a78-df2a-4cf3-84ec-7c878add0266.pdf,"ООО ""Деловые Линии""",7713076301,771301001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,match
11619,7a3d75aa-5838-4fe6-8e67-662e3ed48e93,text,7a3d75aa-5838-4fe6-8e67-662e3ed48e93.Акт к Заказу № 2-04-2026-СТК-ЮГ.pdf,ООО «СТК-Юг»,111230800666,111230800,"ООО ""СТК-Юг""",2308180857,230801001,mismatch,mismatch,match
11620,29fec780-fcf2-436b-82da-0cc239323e87,text,29fec780-fcf2-436b-82da-0cc239323e87.2260300014136E_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,771045608,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,mismatch,match
11626,42c6df51-c3d5-4d6a-ba22-4bc80c28242f,text,42c6df51-c3d5-4d6a-ba22-4bc80c28242f.2260500014738_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11629,51a668e5-6b68-4bb2-b81a-0557a8b71866,text,51a668e5-6b68-4bb2-b81a-0557a8b71866.16008_Счет на оплату.pdf,"ООО ""ОБИТ""",1910140000,191001001,"ООО ""Обит""",7810204213,784201001,mismatch,mismatch,match
11630,4ca599ef-f9c8-4ebf-b528-d6b914741451,text,4ca599ef-f9c8-4ebf-b528-d6b914741451.Акт Акбулак от 30.01.2026.pdf,ИП Ленинг В.А.,,,ИП Ленинг Виталий Александрович,561006528520,,llm_missing,both_missing,mismatch
11631,798a4b99-1b8c-44d7-8b2f-3155949300d4,text,798a4b99-1b8c-44d7-8b2f-3155949300d4.ВымпелКом ПАО информ. очет ин.к..PDF,PT Telekomunikasi Selular (TELKOMSEL),,,"АО ""НКБ""",7714611569,773001001,llm_missing,llm_missing,mismatch
11635,019bde0e-ba5f-4fcd-b182-1187ab701723,text,019bde0e-ba5f-4fcd-b182-1187ab701723.Отчет.pdf,МУП Теплоэнергия,,,"АО ""СЕВЕРСТАЛЬ-ИНФОКОМ""",3528007105,352801001,llm_missing,llm_missing,mismatch
11646,3eb9257b-538e-4626-a246-6a7e1e8bb51e,text,3eb9257b-538e-4626-a246-6a7e1e8bb51e.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260604_df8aac6f-c8cb-4c94-b604-dda47982686f.pdf,"ООО ""КОМУС""",7826156685,997650001,"ООО ""Деловые Линии""",7826156685,997650001,match,match,mismatch
11648,94f48d8f-e24f-491d-8836-1d48dd8cae35,text,94f48d8f-e24f-491d-8836-1d48dd8cae35.Истекает срок оплаты счета_714904701_19.03.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,mismatch,mismatch,match
11650,835d40c7-2215-4cd3-852a-4556dd2ed003,text,835d40c7-2215-4cd3-852a-4556dd2ed003.Счет итоговый 19135 (0).pdf,"ПАО ""Кузбассэнергосбыт""",4205109214,420501001,"ПАО ""Кузбассэнергосбыт""",4205109214,775050001,match,mismatch,match
11663,d078c0e4-c8df-4ebc-8fdb-889ff7b1104f,text,d078c0e4-c8df-4ebc-8fdb-889ff7b1104f.Proforma_Invoice_2BM-7713076301-2012052807251168061080000000000_2BM-7826156685-783801001-201401201117022305126_20260512_52b269f2-bd4f-4992-9eb3-4f4e3b9d3164.pdf,"ООО ""КОМУС""",7721793895,772201001,"ООО ""Деловые Линии""",7826156685,997650001,mismatch,mismatch,mismatch
11667,34dac5e6-60c8-46a7-8f23-08fbb1ee1b1f,text,34dac5e6-60c8-46a7-8f23-08fbb1ee1b1f.100041404262_31.03.2026.pdf,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
11669,2d52e683-4842-4d4e-9350-1fe3f5330364,text,2d52e683-4842-4d4e-9350-1fe3f5330364.2260300014738_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11671,eba9de76-44bd-4cf6-b102-f49b0cce6d2a,text,eba9de76-44bd-4cf6-b102-f49b0cce6d2a.RUST2_RUSBD_202601_orig_xlsx.pdf,ООО Т2 Мобайл,7743895280,997750001,"ООО ""Т2 МОБАЙЛ""",7743895280,775101001,match,mismatch,match
11675,75a4503e-dbc7-482e-92eb-9d214c5dea11,text,75a4503e-dbc7-482e-92eb-9d214c5dea11.100041404262_28.02.2026.pdf,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
11685,fce6dc11-f5fa-4204-a725-05da57e8966b,text,fce6dc11-f5fa-4204-a725-05da57e8966b.Истекает срок оплаты счета_735129406_20.05.2026.pdf,"ПАО ""МегаФон""",7702000122,770201001,"Уральский филиал ПАО ""МегаФон"".",7812014560,667003001,mismatch,mismatch,match
11687,6957a59d-dd8f-4b66-a9ce-05c013f3cc2e,text,6957a59d-dd8f-4b66-a9ce-05c013f3cc2e.АКТ 1000.pdf,Индивидуальный предприниматель Пузырев Арсений Сергеевич,319645100039,,Пузырев Арсений Сергеевич,641901849690,,mismatch,both_missing,match
11701,227fc442-f648-4a5f-8d1f-b46356fc98b4,text,227fc442-f648-4a5f-8d1f-b46356fc98b4.2603_7713076301_482545001_848000031300_detkr_1.pdf,"ПАО ""РОСТЕЛЕКОМ"" (ц)",848000031300,770701001,"Макрорегиональный филиал ""Центр"" ПАО ""Ростелеком""",7707049388,773443001,mismatch,mismatch,mismatch
11702,cf141681-cabf-48d0-a5e8-ce8dd72ffa6c,text,cf141681-cabf-48d0-a5e8-ce8dd72ffa6c.2260300013854_docs.pdf,"ООО ""Оранж Бизнес Сервисез""",103771001096,770701001,"ООО ""ОРАНЖ БИЗНЕС СЕРВИСЕЗ""",7710456087,770701001,mismatch,match,match
11704,097daeeb-4645-4432-9bb4-40c95ecd579f,text,097daeeb-4645-4432-9bb4-40c95ecd579f.RUST2_RUSBD_202602_orig_xlsx.pdf,ООО Т2 Мобайл,7743895280,997750001,"ООО ""Т2 МОБАЙЛ""",7743895280,775101001,match,mismatch,match
